Transcription Start	Translation Start	Translation Stop	Transcription Stop	Strand	Name	Synonym	Product	Raw Counts POS Replicate 1	Raw Counts POS Replicate 2	Raw Counts POS Replicate 3	Normalized Counts POS Replicate 1	Normalized Counts POS Replicate 2	Normalized Counts POS Replicate 3	RPKM POS	Variance POS	Lowess POS	Expression POS	Raw Counts NEG Replicate 1	Raw Counts NEG Replicate 2	Normalized Counts NEG Replicate 1	Normalized Counts NEG Replicate 2	RPKM NEG	Variance NEG	Lowess NEG	Expression NEG	pValue POS vs NEG	qValue POS vs NEG
	3097275	3097937		+	-	CCNA_02936	glutathione S-transferase	21484	12401	6549	49177	43078	38099	11	968295477	140891374495	65	22148	5201	41477	85248	8	59925481234	240021376786	95	0.5767331133866236	1.0
	3098040	3098702		+	-	CCNA_02937	hypothetical protein	30387	0	0	69556	0	0	8	111958618619	35608497827	34	1345	0	2518	0	0	63284557	138534330	1	1.5563979980026046E-16	4.7446909118213726E-15
	3098699	3099274		+	-	CCNA_02938	outer membrane protein A	7649	0	0	17508	0	0	2	4085283362	3625398976	10	14149	0	26497	0	4	17965367258	16491217531	23	0.660451178261868	1.0
	3099431	3099787		+	-	CCNA_02939	conserved hypothetical protein	100	0	0	228	0	0	0	122038	170449	0	0	3286	0	53860	1	98583275313	48988695993	75	0.0	0.0
	3099784	3101388		+	-	CCNA_02940	methyl-accepting chemotaxis protein	8550	0	1750	19571	0	10180	1	3781651594	8503902382	6	0	850	0	13932	0	3840575641	4625063076	4	0.5741073118003515	1.0
	3101543	3102016		+	greA	CCNA_02941	transcription elongation factor greA	29908	1030	0	68459	3578	0	11	101393971522	38162201186	50	0	0	0	0	0	0	244	0	1.0	1.0
	3102130	3103299		+	-	CCNA_02942	nucleoside-diphosphate-sugar epimerase	98959	100	5300	226518	347	30833	16	1634851888339	628603695944	73	48222	0	90306	0	8	340787659562	130434601230	38	0.6076242020816633	1.0
	3103505	3103669		+	-	CCNA_03981	hypothetical protein	44782	6248	2849	102506	21704	16574	59	173507579892	174578303701	284	18261	0	34197	0	22	33138681557	24868771765	103	0.6755741638122843	1.0
	3103729	3103842		+	-	CCNA_03982	hypothetical protein	31252	4749	3044	71536	16497	17708	62	62190913782	81806099453	309	8381	47	15695	770	15	4530628191	6626228406	72	0.8779526458166711	1.0
	3103950	3104690		+	-	CCNA_02944	hypothetical protein	25085	0	2700	57419	0	15707	6	54166245172	39286075054	32	30550	0	57211	0	8	113950149368	54782496136	38	0.5300134901749686	1.0
	3106648	3104687		-	-	CCNA_02945	PAS-family sensor histidine kinase	3750	3651	2800	8583	12682	16289	0	404226961	12701145572	6	5748	0	10764	0	0	2067763471	2287894257	2	0.6499520017172697	1.0
	3106845	3107561		+	-	CCNA_02946	spsF-related cytidylyltransferase	3199	7401	11855	7322	25709	68968	5	63217556184	75336922423	47	8901	4200	16669	68841	3	91330107884	118701809936	59	0.5428058899396485	1.0
	3107558	3108547		+	flmD	CCNA_02947	spsG-related polysaccharide biosynthesis protein	11098	16398	4601	25403	56963	26767	5	15972563923	88067110413	36	0	1450	0	23766	0	13837531671	13577327594	12	0.6976682889302966	1.0
	3108544	3108909		+	-	CCNA_02948	hypothetical protein	8837	0	2100	20227	0	12217	5	4161259890	9937057342	29	0	0	0	0	0	0	244	0	1.0	1.0
	3109246	3109893		+	flmE	CCNA_02949	S-adenosylmethionine-dependent methyltransferase related protein	50	0	0	114	0	0	0	23122	24670	0	0	0	0	0	0	0	244	0	1.793432821066497E-17	1.0
	3109890	3111152		+	flmF	CCNA_02950	hypothetical protein	600	0	0	1373	0	0	0	9075369	11713803	0	0	0	0	0	0	0	244	0	1.0	1.0
	3111149	3111856		+	-	CCNA_02951	WbqC-like family protein	4499	0	0	10298	0	0	1	1143040014	1291647189	4	0	0	0	0	0	0	244	0	1.0	1.0
3111902			3112088	+	-	CCNA_R0177	small non-coding RNA	89342	4651	2950	204504	16156	17162	94	1215023953281	536167032839	423	11153	0	20886	0	12	10148845988	10573899248	55	0.008563299812045832	0.09505728188099788
	3112113	3112238		+	-	CCNA_02952	hypothetical protein	5194	0	0	11889	0	0	7	1613627472	1699046019	31	25177	50	47149	819	40	68680512254	39916678073	190	0.06633200001465588	0.5575436626746282
	3112235	3113203		+	-	CCNA_02953	N-acetyllactosaminide beta-1,6-N-acetylglucosaminyltransferase	15289	0	2000	34996	0	11635	3	15933800366	17540018238	16	0	0	0	0	0	0	244	0	1.0	1.0
	3113547	3114398		+	-	CCNA_02954	11-cis retinol dehydrogenase	26886	11801	8596	61542	40994	50008	10	4273475516	212597581634	59	43741	2150	81915	35240	10	69914360464	207082968074	68	0.4639954065215111	1.0
	3115173	3114400		-	-	CCNA_02955	putative anion permease	7528	7403	12898	17231	25716	75036	6	61155847296	106826179536	50	8250	0	15450	0	2	4922575277	6006101215	9	0.48757866923064974	1.0
	3115714	3115178		-	-	CCNA_02956	rhodanese-related sulfurtransferase	19164	16099	6593	43866	55924	38355	14	3079657739	165956473782	85	41	0	76	0	0	14214	13855	0	1.0	1.0
	3116042	3115680		-	-	CCNA_02957	ArsR-family transcriptional regulator	23854	25220	6802	54602	87608	39571	27	34441597876	308303689034	166	27941	7347	52325	120422	19	173089672536	507703594666	237	0.5746981270993473	1.0
	3116116	3116976		+	-	CCNA_02959	Zn-dependent hydrolase, glyoxalase II family	7449	0	0	17050	0	0	1	3833478329	3448570044	6	10349	0	19380	0	2	8480335998	9024675117	11	0.610877763849096	1.0
	3117044	3117358		+	-	CCNA_02960	HTH DNA-binding protein	3406	0	0	7796	0	0	1	586066509	691472122	8	0	215	0	3524	0	141791489	252810558	5	0.5731515960638508	1.0
	3118651	3117581		-	-	CCNA_02961	NeuB-family N-acetylneuraminate synthase	11334	8148	3850	25943	28304	22398	3	216554690	42910482117	23	44466	0	83272	0	8	280518555881	113239403458	38	0.5890749461663526	1.0
	3118775	3119035		+	-	CCNA_03983	HicA-related toxin-antitoxin protein	73700	0	3363	168700	0	19564	53	824442246957	330227455529	240	38908	0	72864	0	30	203608182233	87040887922	139	0.5938477391798583	1.0
	3119025	3119252		+	-	CCNA_02962	HicB-family RNAse H fold protein	304617	0	2120	697271	0	12333	244	27700262388017	7714008938203	1037	119594	1600	223967	26225	107	2235637670726	1157343905648	548	0.6104920461143835	1.0
	3119577	3119317		-	-	CCNA_02963	conserved hypothetical protein	5602	50	0	12823	173	0	3	1903911876	2032273099	16	6440	50	12060	819	5	2294541326	3516301787	24	0.5865263498181477	1.0
	3119790	3119602		-	-	CCNA_03984	hypothetical protein	14197	3713	3405	32497	12898	19809	20	3924353969	31410180398	114	7350	0	13764	0	7	3730363891	4442069507	36	0.6989274662921034	1.0
	3119851	3120858		+	-	CCNA_02964	thioredoxin-disulfide reductase	47762	27748	33853	109327	96390	196945	19	235102937445	1813775936379	133	61633	51	115421	835	12	603503436367	204055785962	57	0.6275404845038944	1.0
	3122231	3120990		-	-	CCNA_02965	cell wall hydrolase family protein	24150	46988	41975	55279	163226	244196	16	879242873527	2713577062565	124	6397	50	11979	819	1	2255059847	3444812463	5	3.1231531088886597E-31	1.192343967271979E-29
	3122720	3122241		-	-	CCNA_02966	non-specific DNA-binding protein Dps/iron-binding ferritin-like antioxidant	149496	69214	39672	342197	240434	230798	97	314102334908	11039550751859	564	215246	19650	403097	322078	99	262647041758	13106422848711	755	0.5691400169668546	1.0
	3122780	3125179		+	-	CCNA_02967	PAS-family sensor histidine kinase	18497	0	10249	42339	0	59625	2	58662037749	75280560088	14	24300	3009	45507	49319	2	171210716	141734369071	19	0.5626793669231293	1.0
	3125573	3125238		-	-	CCNA_03902	conserved hypothetical protein	12177	0	0	27873	0	0	6	12470831458	7568206775	27	116	0	217	0	0	176310	335925	0	0.0	0.0
	3125986	3125570		-	-	CCNA_03883	conserved hypothetical protein	59666	0	0	136576	0	0	25	565396385895	160943436766	109	28563	0	53490	0	13	96965723031	48395603176	64	0.5944808389227062	1.0
	3126055	3126609		+	-	CCNA_02969	TetR-family transcriptional regulator	22477	0	0	51450	0	0	7	54297446262	20565516599	30	0	0	0	0	0	0	244	0	1.0	1.0
	3126652	3127023		+	-	CCNA_02970	putative thiol-disulfide oxidoreductase	62619	11550	21499	143335	40122	125074	46	238999306925	898470011683	276	49499	1850	92698	30322	28	140218738667	226874350261	165	0.5838485673313278	1.0
	3128053	3127025		-	-	CCNA_02971	membrane permease	1450	0	0	3319	0	0	0	75486945	81958728	1	1734	2942	3247	48221	0	63954578724	45098037492	25	1.0281537856858445E-35	4.000007823358738E-34
	3128749	3128129		-	-	CCNA_02972	2OG-Fe(II) oxygenase-related protein	15250	3000	1999	34907	10421	11629	5	8626273984	24485934210	30	13500	0	25281	0	4	16049821353	15187801597	20	0.5884349283967146	1.0
	3128811	3129101		+	relB-3	CCNA_02973	antitoxin protein relB-3	280527	44816	19677	642129	155681	114474	215	13248129051925	15207042693927	1044	569794	28150	1067069	461399	416	32819393859295	70455905314361	2626	0.6912679218055163	1.0
	3129098	3129376		+	relE-3	CCNA_02974	toxin protein relE-3	29764	6218	2457	68130	21600	14294	25	52120653258	78744340980	124	144845	1600	271255	26225	106	3740160413526	1614676371288	533	0.2713405327127734	1.0
	3129406	3131328		+	-	CCNA_02975	excinuclease ABC subunit C	53064	6900	9351	121464	23969	54401	6	188386311706	372112354719	34	62957	7149	117901	117177	7	3177873	1021617519995	61	0.6113906434174116	1.0
	3131838	3131479		-	-	CCNA_02976	MCP-signal associated domain protein	0	0	2150	0	0	12507	1	1822309142	1867832660	11	8701	1800	16294	29503	5	3379495438	37270004946	63	0.3170399907390549	1.0
	3132063	3132632		+	sigU	CCNA_02977	RNA polymerase ECF-type sigma factor sigU	363373	411518	203118	831764	1429527	1181674	311	14003512537843	359255002938501	2013	1080920	131007	2024270	2147303	431	715839861619	811245580924364	3659	0.6376774329181049	1.0
	3132879	3134357		+	-	CCNA_02978	two-component sensor histidine kinase	41676	26841	32687	95396	93240	190162	12	241773153695	1540021505789	85	12150	2300	22753	37698	1	4545212726	60619480163	20	0.4126022134797454	1.0
	3135605	3134421		-	-	CCNA_02979	cysteine desulfhydrase/selenocysteine lyase	39834	14799	19999	91180	51408	116347	11	68589099335	634406875685	72	4850	1617	9082	26503	1	6566582436	26313007796	15	0.2886394733167185	1.0
	3136372	3135581		-	-	CCNA_02980	tryptophan 2,3-dioxygenase	89004	0	2350	203731	0	13671	20	1366159222547	445187011425	91	191682	2600	358968	42615	49	6905207008264	3169598145963	253	0.6763897331312656	1.0
	3136476	3136934		+	-	CCNA_02981	AsnC-family transcriptional regulator	3850	0	0	8812	0	0	1	786381449	924355235	6	0	0	0	0	0	0	244	0	1.0	1.0
	3137112	3138284		+	-	CCNA_02982	porin	8249	6850	0	18882	23795	0	2	6882824004	15288725657	12	23098	4600	43256	75397	4	28556602033	212119026408	50	0.6650040708797932	1.0
	3138328	3139320		+	-	CCNA_02983	polyprenyl-phosphate beta-D-glucosyltransferase	3550	0	950	8125	0	5526	0	482141710	2254281655	4	23298	0	43630	0	4	59463232779	34853009009	21	0.9237841197455581	1.0
	3139317	3139760		+	-	CCNA_02984	conserved hypothetical membrane protein	0	0	400	0	0	2327	0	32193337	35654211	1	0	0	0	0	0	0	244	0	1.0	1.0
	3139760	3140485		+	-	CCNA_02985	methyltransferase	1650	0	0	3776	0	0	0	102880089	114522108	1	0	2350	0	38518	0	44091711226	29405820503	26	2.545847588029783E-13	7.074685304150792E-12
	3142415	3140496		-	-	CCNA_02986	phage-related conserved hypothetical protein	3095	0	0	7084	0	0	0	465717985	559610679	1	0	2320	0	38026	0	42752109663	28877266877	9	0.005506381711497159	1.0
	3142543	3142782		+	-	CCNA_02987	hypothetical protein	16350	0	12350	37425	0	71848	21	85748481303	88345085106	151	6700	3350	12547	54909	8	55399711018	74663754686	140	0.514177614429077	1.0
	3142849	3143337		+	-	CCNA_02988	glyoxalase/bleomycin resistance protein, dioxygenase superfamily	16199	5450	0	37079	18932	0	8	17519152679	23788694402	38	4499	0	8425	0	1	1148502104	1337428454	8	0.42559265940003504	1.0
	3143413	3143955		+	-	CCNA_02989	hypothetical protein	0	0	0	0	0	0	0	0	356	0	0	0	0	0	0	0	244	0	1.0	1.0
	3144126	3144539		+	-	CCNA_03903	IS4/5 transposase family protein	17215	10296	18795	39405	35766	109343	20	120931726858	317413091043	148	565	0	1058	0	0	7898226	16235821	1	0.0	0.0
	3144404	3144898		+	-	CCNA_02991	transposase	11189	7442	17239	25611	25851	100290	13	132269198886	210101973619	102	567	0	1061	0	0	7952091	16461143	1	0.0	0.0
	3145387	3144917		-	-	CCNA_02992	conserved hypothetical membrane protein	1850	0	3950	4234	0	22979	2	6453045662	7259944641	19	0	0	0	0	0	0	244	0	1.0	1.0
	3146679	3145387		-	-	CCNA_02993	NADH-ubiquinone oxidoreductase	50	0	6649	114	0	38681	0	27284455815	13317661371	10	0	0	0	0	0	0	244	0	1.0	1.0
	3150156	3146857		-	-	CCNA_02994	carbamoyl-phosphate synthase large chain	16000	5739	250	36624	19936	1454	1	15445198874	25282115158	5	30796	2545	57672	41714	2	5320008313	154015433956	15	0.6543838818401349	1.0
	3150659	3151312		+	-	CCNA_02995	glutathione S-transferase	9201	0	3915	21061	0	22776	3	7043490877	15921442826	22	14186	0	26566	0	4	18077851274	16567150461	20	0.47488285101538313	1.0
	3152474	3151281		-	-	CCNA_02996	patatin family phospholipase domain protein	462636	9223	14684	1058978	32038	85426	73	67425349863420	30096310060591	328	137548	3164	257590	51860	23	2458545826506	1743837237643	129	0.6494234724528457	1.0
	3152816	3152607		-	cspA	CCNA_02997	cold shock protein CspA	164235	95646	58705	375935	332254	341526	275	29430641701	22678326360230	1666	9637	2400	18047	39337	11	10626386126	55096275462	136	8.414044121919983E-9	1.8282643743639963E-7
	3153169	3153333		+	-	CCNA_03904	hypothetical protein	3598	0	0	8235	0	0	3	668416470	780799848	16	0	650	0	10653	0	2016956977	2236965461	32	0.6356531094404535	1.0
	3154282	3153497		-	-	CCNA_02999	conserved hypothetical protein	9294	5899	3950	21274	20491	22979	4	28241991	30969775424	27	8450	0	15824	0	2	5213424198	6231102112	10	0.68679273977177	1.0
	3155121	3154279		-	-	CCNA_03000	conserved hypothetical protein	49262	17449	58526	112761	60614	340485	26	2596984065242	3619918957639	203	9599	150	17976	2458	2	4974733259	10105131973	12	2.5123669839710952E-12	6.621302664207693E-11
	3155507	3155223		-	-	CCNA_03001	conserved hypothetical protein	186270	45742	36955	426373	158898	214992	171	2282961464061	10561959310495	935	278110	33977	520824	556908	222	37698079256	31464341764039	1890	0.6505495775267722	1.0
	3156322	3155705		-	-	CCNA_03002	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	187649	1007636	514648	429530	3500316	2994054	502	831099927241023	2189022960959700	3734	34050	450	63766	7375	11	110069632411	82991424279	57	0.0	0.0
	3156484	3158154		+	-	CCNA_03003	two component sensor histidine kinase	8790	0	450	20120	0	2617	1	4938339787	5279275887	4	8697	3400	16287	55728	1	46670129708	85012874389	21	0.5717744551147459	1.0
	3158154	3159056		+	-	CCNA_03004	nucleoside/nucleotide kinase	1551	0	0	3550	0	0	0	88716111	98033551	1	0	0	0	0	0	0	244	0	1.0	1.0
	3159067	3159513		+	-	CCNA_03005	conserved hypothetical protein	50990	0	2649	116716	0	15411	21	335067521815	146572492523	98	15700	2050	29401	33601	8	216053995	65464981145	70	0.5594957320610138	1.0
	3159681	3160784		+	-	CCNA_03006	quinolinate synthetase A	36253	18916	21371	82983	65710	124329	12	56146621489	703809627201	82	77599	42549	145321	697410	22	26277608096409	17267675254132	381	0.5257196824811501	1.0
	3160905	3162440		+	-	CCNA_03007	L-aspartate oxidase	18700	0	3275	42804	0	19052	2	24841666264	28334977365	13	32399	0	60674	0	4	131211019684	61030668412	19	0.5713912591291171	1.0
	3162470	3163063		+	-	CCNA_03008	putative PD-(D/E)xK nuclease protein	38235	20098	5749	87520	69816	33445	19	45396307100	338979171654	107	80998	2599	151687	42599	28	536325882592	684979756463	163	0.5861473195278577	1.0
	3163060	3163908		+	-	CCNA_03009	nicotinate-nucleotide pyrophosphorylase	19394	15749	12900	44393	54708	75047	10	11570437323	283070227633	68	23848	1300	44660	21307	6	13267418745	71491869607	38	0.596911431432177	1.0
	3164485	3164069		-	-	CCNA_03010	MAPEG family protein	9650	0	0	22088	0	0	4	7135589227	5032750368	17	7300	2101	13670	34436	4	10009464518	40094901737	57	0.701959719020415	1.0
	3165085	3164576		-	-	CCNA_03011	outer membrane lipoprotein Blc	48867	0	100	111857	0	581	17	347973551411	94621129615	73	119855	5450	224455	89329	49	896473415997	1794164933217	307	0.4190915475447929	1.0
	3165259	3165822		+	-	CCNA_03012	peroxiredoxin	299657	5450	9592	685918	18932	55803	101	23844124975837	9214088802294	449	260371	4799	487604	78659	95	12786738144731	7353075848285	502	0.46812450513079457	1.0
	3165964	3167547		+	-	CCNA_03013	alkyl hydroperoxide reductase subunit F	69545	12399	3050	159189	43071	17743	9	508171816141	456746008030	46	254270	16103	476178	263940	34	2649351318427	13645889778282	233	0.18794341535784626	1.0
	3168458	3167565		-	-	CCNA_03014	hypothetical protein	11050	0	1700	25293	0	9890	2	7127173279	11446306225	13	5550	0	10393	0	1	1900825438	2120858210	5	0.6454527868409955	1.0
	3168684	3168427		-	-	CCNA_03015	hypothetical protein	5914	50	1262	13537	173	7341	5	1515980787	4701994492	27	0	0	0	0	0	0	244	0	1.0	1.0
	3169193	3168696		-	-	CCNA_03016	conserved hypothetical protein	3149	21951	7600	7208	76253	44214	11	78044735792	132612810011	85	50	0	93	0	0	23077	-5668	0	1.0	1.0
	3170129	3169203		-	-	CCNA_03017	hydrogenase, cytochrome b-type subunit	1647	0	0	3770	0	0	0	102488186	113366942	1	3600	0	6741	0	0	672515660	821452666	3	0.6613457983795873	1.0
3170209			3170129	-	-	CCNA_R0178	small non-coding RNA	6973	1127	1901	15961	3914	11059	22	1195707414	9121004658	127	420	0	786	0	1	3870598	4195043	4	1.8489430071903395E-110	1.0070576245830049E-108
3170443			3170300	-	-	CCNA_R0073	antisense sRNA to ISCc2 transposase	17752	650	650	40634	2257	3781	24	25642612720	17564874849	108	2249	0	4211	0	3	217414554	359101908	14	0.0050657253739359726	0.05878831861513764
	3170457	3171392		+	-	CCNA_03018	transposase	6290	0	0	14397	0	0	1	2554508225	2485196611	5	4352	1500	8150	24586	1	5710507725	23330357414	17	0.7144771382485412	1.0
	3174431	3171579		-	-	CCNA_03019	TonB-dependent receptor	5100	0	0	11673	0	0	0	1544160573	1637818891	1	0	0	0	0	0	0	244	0	1.0	1.0
	3174508	3175635		+	-	CCNA_03020	phosphatidylinositol-specific phospholipase C1-like protein	33434	225	6315	76530	781	36738	6	97381768486	97996984907	33	46077	7351	86289	120488	9	33143333198	792127627910	91	0.6585135360265069	1.0
	3175857	3175645		-	-	CCNA_03021	hypothetical protein	0	100	2700	0	347	15707	2	3066873609	3063896742	25	0	0	0	0	0	0	244	0	1.0	1.0
	3177011	3175827		-	-	CCNA_03022	PiuB-family transmembrane transporter	5050	0	918	11559	0	5340	0	1070385579	3399445203	4	0	0	0	0	0	0	244	0	1.0	1.0
	3179086	3176921		-	-	CCNA_03023	TonB-dependent receptor	5599	50	3200	12816	173	18616	0	3458648992	9479087202	4	7999	0	14979	0	0	4570069212	5726296170	3	0.5736844462298488	1.0
	3180197	3179307		-	-	CCNA_03024	branched-chain amino acid aminotransferase	23679	9500	2900	54201	33001	16871	7	17933363720	78825427401	38	82035	91	153629	1491	18	1191610967501	385300817837	87	0.6361171017466707	1.0
	3180278	3180784		+	-	CCNA_03025	MarR-family transcriptional regulator	612	0	0	1400	0	0	0	9509601	12149945	0	0	900	0	14751	0	4404894576	5487123515	14	5.074710470973074E-18	1.5824574254904586E-16
	3180781	3181482		+	-	CCNA_03026	two-component response regulator petR	51	0	2300	116	0	13380	0	2120560974	2208170513	6	0	0	0	0	0	0	244	0	1.0	1.0
	3181645	3182982		+	-	CCNA_03027	two-component sensor histidine kinase	4249	7400	0	9726	25706	0	1	7443771250	11582073319	8	9250	2949	17322	48336	1	26212152339	70847023327	24	0.6785453984663153	1.0
	3183961	3183110		-	-	CCNA_03028	prephenate dehydratase	1260	0	0	2884	0	0	0	53881917	59091634	1	6948	0	13011	0	1	3259189652	3624619141	7	0.004446309378625672	1.0
	3184695	3183958		-	-	CCNA_03029	3-deoxy-manno-octulosonate cytidylyltransferase	16105	0	0	36864	0	0	3	24394975827	12347908900	16	0	0	0	0	0	0	244	0	1.0	1.0
	3184852	3185538		+	-	CCNA_03030	cytochrome c2	19848	0	1100	45432	0	6399	5	34506731358	20813014046	25	0	0	0	0	0	0	244	0	1.0	1.0
	3186591	3185752		-	-	CCNA_03031	NlpC/P60 family protein	8099	12699	12202	18538	44113	70987	7	40272062066	151435859001	53	9350	0	17510	0	2	6647383822	7321700088	10	0.38218332899836077	1.0
	3187988	3186588		-	-	CCNA_03032	leucyl aminopeptidase	5950	6501	2900	13619	22583	16871	1	597659776	21660462196	12	6750	0	12640	0	0	3040583837	3356805663	4	0.6794724116756478	1.0
	3188072	3188896		+	-	CCNA_03033	Flp pilus assembly protein TadD	2450	0	0	5608	0	0	0	265823694	334000104	2	0	100	0	1639	0	22581546	50905389	0	0.6431500183366814	1.0
	3189102	3188908		-	-	CCNA_03034	hypothetical protein	1250	0	3400	2861	0	19780	4	4672712412	5237270038	38	51	1750	95	28683	1	21557830922	18970833649	73	0.6255964705623308	1.0
	3190266	3189178		-	-	CCNA_03035	TadC-related pilus assembly protein	3700	0	3900	8469	0	22688	1	5526869196	9240989096	9	15900	0	29776	0	2	23770770501	20074613746	13	0.5711714352759591	1.0
	3191324	3190347		-	-	CCNA_03036	TadB-related pilus assembly protein	0	0	2450	0	0	14253	0	2493616016	2439093734	4	0	2550	0	41796	0	53639822791	32882275636	21	0.7908743358926209	1.0
	3192833	3191328		-	cpaF	CCNA_03037	pilus assembly ATPase CpaF	1700	6199	0	3891	21534	0	0	5539311177	6435443608	5	0	150	0	2458	0	59725598	132398924	0	0.014196285998198322	1.0
	3194387	3192834		-	cpaE	CCNA_03038	pilus assembly ATPase CpaE	5999	0	1700	13731	0	9890	0	1740529351	5650465479	5	0	0	0	0	0	0	244	0	1.0	1.0
	3195064	3194387		-	cpaD	CCNA_03039	pilus assembly protein CpaD	0	0	2700	0	0	15707	0	3148315761	2933798597	7	8097	0	15163	0	2	4705961083	5834906385	11	0.5780502154006348	1.0
	3196756	3195074		-	cpaC	CCNA_03040	outer membrane pilus secretion channel CpaC	2000	0	0	4578	0	0	0	163333920	198912172	0	7700	1850	14420	30322	1	5275312640	36080130549	13	2.1724728031686545E-10	5.189796140902897E-9
	3197646	3196753		-	cpaB	CCNA_03041	pilus assembly protein CpaB	2650	0	0	6065	0	0	0	320810412	396094107	2	0	2300	0	37698	0	41872409196	28526787033	21	6.342261521764143E-4	0.00875274943121842
	3198348	3197836		-	cpaA	CCNA_03042	pilus assembly prepilin peptidase CpaA	4700	0	0	10758	0	0	1	1269434187	1405405799	6	0	0	0	0	0	0	244	0	1.0	1.0
	3198702	3198523		-	pilA	CCNA_03043	type IV pilin protein pilA	10090	0	2650	23096	0	15416	12	5876927098	13179061530	71	31302	1600	58620	26225	37	29101218112	117069712472	235	0.6910836317686664	1.0
	3199019	3199450		+	-	CCNA_03044	CpaC-related secretion pathway protein	3458	0	0	7915	0	0	1	607766407	717967912	6	0	0	0	0	0	0	244	0	1.0	1.0
	3199543	3200094		+	-	CCNA_03045	TadG-related pilus assembly protein	1188	0	4850	2719	0	28215	1	11511331963	9121004658	18	0	2100	0	34420	0	33659687806	25100805116	31	0.6008120760005469	1.0
	3200091	3200642		+	-	CCNA_03046	TadE-related pilus assembly protein	2055	0	0	4703	0	0	0	174242659	211733882	2	0	0	0	0	0	0	244	0	1.0	1.0
	3201394	3200639		-	-	CCNA_03047	4-amino-4-deoxychorismate lyase	1950	0	0	4463	0	0	0	153659379	184155735	1	0	0	0	0	0	0	244	0	1.0	1.0
	3202965	3201391		-	-	CCNA_03048	para-aminobenzoate synthetase component I	24800	21899	46148	56767	76072	268474	10	1459267257565	1797525519275	84	16349	1250	30617	20488	2	1786996825	44481936586	16	0.04957098245461485	0.44021187679804713
	3204485	3203019		-	-	CCNA_03049	transporter, MFS superfamily	8474	12950	6349	19397	44985	36936	3	7588893695	74205266195	23	10861	2400	20339	39337	1	8084681683	59229159202	20	0.5242987608459911	1.0
	3205394	3204621		-	-	CCNA_03050	protein tyrosine phosphatase	5300	6099	1300	12131	21186	7562	2	1653336497	14352641552	17	6946	0	13007	0	1	3256785418	3610561419	8	0.6396726787190326	1.0
	3205971	3205573		-	-	CCNA_03051	hypothetical protein	7049	0	0	16135	0	0	3	3358149448	3093403432	13	7250	0	13577	0	3	3609883374	4182489792	17	0.551905725115398	1.0
	3207347	3206175		-	-	CCNA_03052	acyltransferase	5100	0	2600	11673	0	15125	1	2279010692	7061579176	7	5602	0	10491	0	0	1944126583	2164268839	4	0.5998423737237293	1.0
	3207465	3208235		+	-	CCNA_03053	dioxygenase	12350	16150	201	28269	56101	1169	6	44992470855	52141838435	36	39940	5250	74796	86051	11	2301405823	422647523815	104	0.6574032815092303	1.0
	3209055	3208375		-	-	CCNA_03055	AraC-family transcriptional regulator	0	0	2646	0	0	15393	0	2999372054	2819933488	7	0	0	0	0	0	0	244	0	1.0	1.0
	3209150	3210088		+	-	CCNA_03054	AraC-family transcriptional regulator	38150	0	700	87325	0	4072	7	183015529910	59259263594	32	12743	2000	23864	32781	3	1316100492	53759565098	30	0.515196992620177	1.0
	3210639	3210250		-	-	CCNA_03056	limonene-1,2-epoxide hydrolase	5990	13799	150	13711	47934	872	9	33621919256	28924005852	53	16004	3380	29971	55400	10	16276247392	118358651575	109	0.6253749191792374	1.0
	3211103	3210738		-	-	CCNA_03057	glyoxalase family protein	546	6100	472	1249	21190	2745	3	5121140026	6331400766	22	0	0	0	0	0	0	244	0	1.0	1.0
	3212017	3211106		-	-	CCNA_03058	carbon-nitrogen hydrolase	8950	15999	2700	20486	55577	15707	5	25757493221	59757309662	33	0	2251	0	36895	0	39763631536	27678207702	20	0.6020828748841877	1.0
	3212571	3212014		-	-	CCNA_03059	conserved hypothetical membrane protein	17499	0	1050	40055	0	6108	6	25217998016	17255792683	27	13250	2050	24813	33601	5	1270867053	56934300291	52	0.6185047313581471	1.0
	3212737	3212916		+	-	CCNA_03060	conserved hypothetical protein	4299	0	767	9840	0	4462	5	728147639	2457072844	26	2071	0	3878	0	2	178411455	312336230	10	0.6583925361641069	1.0
	3213009	3213830		+	-	CCNA_03061	SDR family dehydrogenase, group 9	6701	0	0	15338	0	0	1	2973715790	2804514131	6	0	0	0	0	0	0	244	0	1.0	1.0
	3214908	3213796		-	-	CCNA_03062	cell wall hydrolase family protein	1535613	30512	22122	3515034	105992	128698	258	1265647156864268	469757607912136	1123	715149	8856	1339280	145156	131	167371932332421	65662541609844	666	0.6030928489748	1.0
	3216423	3215326		-	-	CCNA_03063	conserved hypothetical protein	18497	0	7200	42339	0	41887	4	33581365504	50720461392	25	13550	2400	25375	39337	2	3860453503	68932565814	29	0.5261748229143375	1.0
	3216766	3216404		-	-	CCNA_03064	PadR-family transcriptional regulator	4439	0	1900	10160	0	11053	3	1234783624	4752954895	19	0	0	0	0	0	0	244	0	1.0	1.0
	3216939	3217313		+	-	CCNA_03065	cytochrome c family protein	10037	13348	0	22974	46368	0	11	29954793932	35395276891	61	50	0	93	0	0	23077	-5668	0	1.0	1.0
	3219419	3217329		-	-	CCNA_03066	GAF/PAS-family sensor histidine kinase	17247	0	2036	39478	0	11844	1	21669821584	20482836841	8	0	0	0	0	0	0	244	0	1.0	1.0
